NAME,Cases
"Rutland County, Vermont",80
"Washington County, Vermont",45
"Windham County, Vermont",100
"Windsor County, Vermont",68
"Statewide Unallocated, Virginia",0
"Accomack County, Virginia",1057
"Albemarle County, Virginia",647
"Alleghany County, Virginia",56
"Amelia County, Virginia",60
"Amherst County, Virginia",66
"Appomattox County, Virginia",55
"Arlington County, Virginia",2763
"Augusta County, Virginia",230
"Bath County, Virginia",2
"Bedford County, Virginia",207
"Bland County, Virginia",7
"Botetourt County, Virginia",166
"Brunswick County, Virginia",162
"Buchanan County, Virginia",61
"Buckingham County, Virginia",587
"Campbell County, Virginia",89
"Caroline County, Virginia",163
"Carroll County, Virginia",281
"Charles City County, Virginia",45
"Charlotte County, Virginia",42
"Chesterfield County, Virginia",3564
"Clarke County, Virginia",64
"Craig County, Virginia",11
"Culpeper County, Virginia",912
"Cumberland County, Virginia",60
"Dickenson County, Virginia",10
"Dinwiddie County, Virginia",172
"Essex County, Virginia",72
"Fairfax County, Virginia",15078
"Fauquier County, Virginia",545
"Floyd County, Virginia",27
"Fluvanna County, Virginia",151
"Franklin County, Virginia",132
"Frederick County, Virginia",607
"Giles County, Virginia",18
"Gloucester County, Virginia",112
"Goochland County, Virginia",142
"Grayson County, Virginia",107
"Greene County, Virginia",105
"Greensville County, Virginia",390
"Halifax County, Virginia",109
"Hanover County, Virginia",531
"Henrico County, Virginia",3112
"Henry County, Virginia",413
"Highland County, Virginia",3
"Isle of Wight County, Virginia",288
"James City County, Virginia",464
"King and Queen County, Virginia",32
"King George County, Virginia",110
"King William County, Virginia",67
"Lancaster County, Virginia",23
"Lee County, Virginia",52
"Loudoun County, Virginia",4738
"Louisa County, Virginia",155
"Lunenburg County, Virginia",44
"Madison County, Virginia",52
"Matthews County, Virginia",9
"Mecklenburg County, Virginia",283
"Middlesex County, Virginia",21
"Montgomery County, Virginia",224
"Nelson County, Virginia",29
"New Kent County, Virginia",98
"Northampton County, Virginia",285
"Northumberland County, Virginia",55
"Nottoway County, Virginia",157
"Orange County, Virginia",187
"Page County, Virginia",324
"Patrick County, Virginia",67
"Pittsylvania County, Virginia",248
"Powhatan County, Virginia",105
"Prince Edward County, Virginia",242
"Prince George County, Virginia",293
"Prince William County, Virginia",8265
"Pulaski County, Virginia",61
"Rappahannock County, Virginia",36
"Richmond County, Virginia",319
"Roanoke County, Virginia",377
"Rockbridge County, Virginia",51
"Rockingham County, Virginia",836
"Russell County, Virginia",35
"Scott County, Virginia",30
"Shenandoah County, Virginia",655
"Smyth County, Virginia",74
"Southampton County, Virginia",205
"Spotsylvania County, Virginia",1197
"Stafford County, Virginia",1151
"Surry County, Virginia",30
"Sussex County, Virginia",238
"Tazewell County, Virginia",54
"Warren County, Virginia",340
"Washington County, Virginia",118
"Westmoreland County, Virginia",187
"Wise County, Virginia",58
"Wythe County, Virginia",78
"York County, Virginia",237
"Alexandria City, Virginia",2618
"Bristol city, Virginia",27
"Buena Vista city, Virginia",36
"Charlottesville City, Virginia",371
"Chesapeake City, Virginia",1850
"Colonial Heights city, Virginia",168
"Covington city, Virginia",7
"Danville City, Virginia",214
"Emporia city, Virginia",154
"Fairfax city, Virginia",74
"Falls Church city, Virginia",54
"Franklin city, Virginia",96
"Fredericksburg City, Virginia",302
"Galax city, Virginia",305
"Hampton city, Virginia",772
"Harrisonburg City, Virginia",1013
"Hopewell city, Virginia",236
"Lexington city, Virginia",26
"Lynchburg city, Virginia",294
"Manassas City, Virginia",1544
"Manassas Park city, Virginia",478
"Martinsville city, Virginia",145
"Newport News City, Virginia",1276
"Norfolk City, Virginia",2389
"Norton city, Virginia",5
"Petersburg city, Virginia",374
"Poquoson city, Virginia",30
"Portsmouth City, Virginia",1085
"Radford city, Virginia",21
"Richmond City, Virginia",2643
"Roanoke city, Virginia",679
"Salem city, Virginia",116
"Staunton city, Virginia",122
"Suffolk City, Virginia",797
"Virginia Beach City, Virginia",2968
"Waynesboro city, Virginia",150
"Williamsburg City, Virginia",97
"Winchester city, Virginia",380
"Statewide Unallocated, Washington",146
"Adams County, Washington",318
"Asotin County, Washington",22
"Benton County, Washington",2983
"Chelan County, Washington",818
"Clallam County, Washington",71
"Clark County, Washington",1271
"Columbia County, Washington",10
"Cowlitz County, Washington",367
"Douglas County, Washington",576
"Ferry County, Washington",6
"Franklin County, Washington",2882
"Garfield County, Washington",2
"Grant County, Washington",1004
"Grays Harbor County, Washington",66
"Island County, Washington",219
"Jefferson County, Washington",50
"King County, Washington",13627
"Kitsap County, Washington",423
"Kittitas County, Washington",304
"Klickitat County, Washington",85
"Lewis County, Washington",132
"Lincoln County, Washington",6
"Mason County, Washington",88
"Okanogan County, Washington",506
"Pacific County, Washington",26
"Pend Oreille County, Washington",26
"Pierce County, Washington",4003
"San Juan County, Washington",25
"Skagit County, Washington",712
"Skamania County, Washington",43
"Snohomish County, Washington",4512
"Spokane County, Washington",2896
"Stevens County, Washington",48
"Thurston County, Washington",484
"Wahkiakum County, Washington",6
"Walla Walla County, Washington",308
"Whatcom County, Washington",807
"Whitman County, Washington",57
"Yakima County, Washington",9312
"Statewide Unallocated, West Virginia",0
"Barbour County, West Virginia",27
"Berkeley County, West Virginia",587
"Boone County, West Virginia",63
"Braxton County, West Virginia",7
"Brooke County, West Virginia",41
"Cabell County, West Virginia",260
"Calhoun County, West Virginia",5
"Clay County, West Virginia",17
"Doddridge County, West Virginia",0
"Fayette County, West Virginia",107
"Gilmer County, West Virginia",13
"Grant County, West Virginia",35
"Greenbrier County, West Virginia",81
"Hampshire County, West Virginia",55
"Hancock County, West Virginia",70
"Hardy County, West Virginia",50
"Harrison County, West Virginia",149
"Jackson County, West Virginia",151
"Jefferson County, West Virginia",276
"Kanawha County, West Virginia",596
"Lewis County, West Virginia",25
"Lincoln County, West Virginia",35
"Logan County, West Virginia",53
"McDowell County, West Virginia",12
"Marion County, West Virginia",146
"Marshall County, West Virginia",88
"Mason County, West Virginia",32
"Mercer County, West Virginia",76
"Mineral County, West Virginia",85
"Mingo County, West Virginia",73
"Monongalia County, West Virginia",790
"Monroe County, West Virginia",18
"Morgan County, West Virginia",25
"Nicholas County, West Virginia",23
"Ohio County, West Virginia",210
"Pendleton County, West Virginia",25
"Pleasants County, West Virginia",6
"Pocahontas County, West Virginia",40
"Preston County, West Virginia",114
"Putnam County, West Virginia",127
"Raleigh County, West Virginia",118
"Randolph County, West Virginia",203
"Ritchie County, West Virginia",3
"Roane County, West Virginia",12
"Summers County, West Virginia",2
"Taylor County, West Virginia",35
"Tucker County, West Virginia",7
"Tyler County, West Virginia",10
"Upshur County, West Virginia",34
"Wayne County, West Virginia",166
"Webster County, West Virginia",3
"Wetzel County, West Virginia",41
"Wirt County, West Virginia",6
"Wood County, West Virginia",216
"Wyoming County, West Virginia",12
"Statewide Unallocated, Wisconsin",0
"Adams County, Wisconsin",54
"Ashland County, Wisconsin",11
"Barron County, Wisconsin",82
"Bayfield County, Wisconsin",14
"Brown County, Wisconsin",3629
"Buffalo County, Wisconsin",28
"Burnett County, Wisconsin",6
"Calumet County, Wisconsin",192
"Chippewa County, Wisconsin",172
"Clark County, Wisconsin",147
"Columbia County, Wisconsin",171
"Crawford County, Wisconsin",49
"Dane County, Wisconsin",3633
"Dodge County, Wisconsin",584
"Door County, Wisconsin",75
"Douglas County, Wisconsin",77
"Dunn County, Wisconsin",74
"Eau Claire County, Wisconsin",409
"Florence County, Wisconsin",5
"Fond du Lac County, Wisconsin",458
"Forest County, Wisconsin",51
"Grant County, Wisconsin",256
"Green County, Wisconsin",118
"Green Lake County, Wisconsin",49
"Iowa County, Wisconsin",54
"Iron County, Wisconsin",37
"Jackson County, Wisconsin",37
"Jefferson County, Wisconsin",449
"Juneau County, Wisconsin",80
"Kenosha County, Wisconsin",2102
"Kewaunee County, Wisconsin",93
"La Crosse County, Wisconsin",685
"Lafayette County, Wisconsin",87
"Langlade County, Wisconsin",13
"Lincoln County, Wisconsin",46
"Manitowoc County, Wisconsin",212
"Marathon County, Wisconsin",410
"Marinette County, Wisconsin",196
"Marquette County, Wisconsin",60
"Menominee County, Wisconsin",10
"Milwaukee County, Wisconsin",16777
"Monroe County, Wisconsin",163
"Oconto County, Wisconsin",129
"Oneida County, Wisconsin",53
"Outagamie County, Wisconsin",858
"Ozaukee County, Wisconsin",422
"Pepin County, Wisconsin",29
"Pierce County, Wisconsin",136
"Polk County, Wisconsin",88
"Portage County, Wisconsin",303
"Price County, Wisconsin",16
"Racine County, Wisconsin",2739
"Richland County, Wisconsin",19
"Rock County, Wisconsin",1228
"Rusk County, Wisconsin",13
"St. Croix County, Wisconsin",346
"Sauk County, Wisconsin",247
"Sawyer County, Wisconsin",19
"Shawano County, Wisconsin",118
"Sheboygan County, Wisconsin",419
"Taylor County, Wisconsin",34
"Trempealeau County, Wisconsin",242
"Vernon County, Wisconsin",46
"Vilas County, Wisconsin",20
"Walworth County, Wisconsin",983
"Washburn County, Wisconsin",8
"Washington County, Wisconsin",608
"Waukesha County, Wisconsin",2540
"Waupaca County, Wisconsin",248
"Waushara County, Wisconsin",57
"Winnebago County, Wisconsin",884
"Wood County, Wisconsin",140
"Statewide Unallocated, Wyoming",0
"Albany County, Wyoming",75
"Big Horn County, Wyoming",33
"Campbell County, Wyoming",96
"Carbon County, Wyoming",49
"Converse County, Wyoming",30
"Crook County, Wyoming",9
"Fremont County, Wyoming",438
"Goshen County, Wyoming",11
"Hot Springs County, Wyoming",14
"Johnson County, Wyoming",22
"Laramie County, Wyoming",392
"Lincoln County, Wyoming",70
"Natrona County, Wyoming",182
"Niobrara County, Wyoming",2
"Park County, Wyoming",94
"Platte County, Wyoming",5
"Sheridan County, Wyoming",40
"Sublette County, Wyoming",18
"Sweetwater County, Wyoming",201
"Teton County, Wyoming",234
"Uinta County, Wyoming",224
"Washakie County, Wyoming",45
"Weston County, Wyoming",4
