County,State,variable,estimate,label
Wabash, Indiana,B19101_015,431,"$125,000 to $149,999"
Wabash, Indiana,B19101_016,182,"$150,000 to $199,999"
Wabash, Indiana,B19101_017,169,"$200,000 or more"
Warren, Indiana,B19101_002,60,"Less than $10,000"
Warren, Indiana,B19101_003,52,"$10,000 to $14,999"
Warren, Indiana,B19101_004,27,"$15,000 to $19,999"
Warren, Indiana,B19101_005,82,"$20,000 to $24,999"
Warren, Indiana,B19101_006,92,"$25,000 to $29,999"
Warren, Indiana,B19101_007,138,"$30,000 to $34,999"
Warren, Indiana,B19101_008,140,"$35,000 to $39,999"
Warren, Indiana,B19101_009,115,"$40,000 to $44,999"
Warren, Indiana,B19101_010,102,"$45,000 to $49,999"
Warren, Indiana,B19101_011,275,"$50,000 to $59,999"
Warren, Indiana,B19101_012,260,"$60,000 to $74,999"
Warren, Indiana,B19101_013,449,"$75,000 to $99,999"
Warren, Indiana,B19101_014,396,"$100,000 to $124,999"
Warren, Indiana,B19101_015,152,"$125,000 to $149,999"
Warren, Indiana,B19101_016,142,"$150,000 to $199,999"
Warren, Indiana,B19101_017,25,"$200,000 or more"
Warrick, Indiana,B19101_002,425,"Less than $10,000"
Warrick, Indiana,B19101_003,236,"$10,000 to $14,999"
Warrick, Indiana,B19101_004,291,"$15,000 to $19,999"
Warrick, Indiana,B19101_005,453,"$20,000 to $24,999"
Warrick, Indiana,B19101_006,444,"$25,000 to $29,999"
Warrick, Indiana,B19101_007,374,"$30,000 to $34,999"
Warrick, Indiana,B19101_008,764,"$35,000 to $39,999"
Warrick, Indiana,B19101_009,632,"$40,000 to $44,999"
Warrick, Indiana,B19101_010,530,"$45,000 to $49,999"
Warrick, Indiana,B19101_011,1338,"$50,000 to $59,999"
Warrick, Indiana,B19101_012,1995,"$60,000 to $74,999"
Warrick, Indiana,B19101_013,3288,"$75,000 to $99,999"
Warrick, Indiana,B19101_014,2255,"$100,000 to $124,999"
Warrick, Indiana,B19101_015,1684,"$125,000 to $149,999"
Warrick, Indiana,B19101_016,1337,"$150,000 to $199,999"
Warrick, Indiana,B19101_017,1608,"$200,000 or more"
Washington, Indiana,B19101_002,401,"Less than $10,000"
Washington, Indiana,B19101_003,191,"$10,000 to $14,999"
Washington, Indiana,B19101_004,254,"$15,000 to $19,999"
Washington, Indiana,B19101_005,241,"$20,000 to $24,999"
Washington, Indiana,B19101_006,543,"$25,000 to $29,999"
Washington, Indiana,B19101_007,424,"$30,000 to $34,999"
Washington, Indiana,B19101_008,439,"$35,000 to $39,999"
Washington, Indiana,B19101_009,445,"$40,000 to $44,999"
Washington, Indiana,B19101_010,437,"$45,000 to $49,999"
Washington, Indiana,B19101_011,609,"$50,000 to $59,999"
Washington, Indiana,B19101_012,1245,"$60,000 to $74,999"
Washington, Indiana,B19101_013,1280,"$75,000 to $99,999"
Washington, Indiana,B19101_014,604,"$100,000 to $124,999"
Washington, Indiana,B19101_015,224,"$125,000 to $149,999"
Washington, Indiana,B19101_016,175,"$150,000 to $199,999"
Washington, Indiana,B19101_017,275,"$200,000 or more"
Wayne, Indiana,B19101_002,846,"Less than $10,000"
Wayne, Indiana,B19101_003,557,"$10,000 to $14,999"
Wayne, Indiana,B19101_004,677,"$15,000 to $19,999"
Wayne, Indiana,B19101_005,606,"$20,000 to $24,999"
Wayne, Indiana,B19101_006,1085,"$25,000 to $29,999"
Wayne, Indiana,B19101_007,1196,"$30,000 to $34,999"
Wayne, Indiana,B19101_008,827,"$35,000 to $39,999"
Wayne, Indiana,B19101_009,826,"$40,000 to $44,999"
Wayne, Indiana,B19101_010,856,"$45,000 to $49,999"
Wayne, Indiana,B19101_011,1761,"$50,000 to $59,999"
Wayne, Indiana,B19101_012,2029,"$60,000 to $74,999"
Wayne, Indiana,B19101_013,2553,"$75,000 to $99,999"
Wayne, Indiana,B19101_014,1732,"$100,000 to $124,999"
Wayne, Indiana,B19101_015,733,"$125,000 to $149,999"
Wayne, Indiana,B19101_016,347,"$150,000 to $199,999"
Wayne, Indiana,B19101_017,744,"$200,000 or more"
Wells, Indiana,B19101_002,77,"Less than $10,000"
Wells, Indiana,B19101_003,139,"$10,000 to $14,999"
Wells, Indiana,B19101_004,169,"$15,000 to $19,999"
Wells, Indiana,B19101_005,260,"$20,000 to $24,999"
Wells, Indiana,B19101_006,266,"$25,000 to $29,999"
Wells, Indiana,B19101_007,264,"$30,000 to $34,999"
Wells, Indiana,B19101_008,361,"$35,000 to $39,999"
Wells, Indiana,B19101_009,468,"$40,000 to $44,999"
Wells, Indiana,B19101_010,400,"$45,000 to $49,999"
Wells, Indiana,B19101_011,700,"$50,000 to $59,999"
Wells, Indiana,B19101_012,996,"$60,000 to $74,999"
Wells, Indiana,B19101_013,1497,"$75,000 to $99,999"
Wells, Indiana,B19101_014,1041,"$100,000 to $124,999"
Wells, Indiana,B19101_015,364,"$125,000 to $149,999"
Wells, Indiana,B19101_016,336,"$150,000 to $199,999"
Wells, Indiana,B19101_017,276,"$200,000 or more"
White, Indiana,B19101_002,128,"Less than $10,000"
White, Indiana,B19101_003,107,"$10,000 to $14,999"
White, Indiana,B19101_004,133,"$15,000 to $19,999"
White, Indiana,B19101_005,308,"$20,000 to $24,999"
White, Indiana,B19101_006,250,"$25,000 to $29,999"
White, Indiana,B19101_007,216,"$30,000 to $34,999"
White, Indiana,B19101_008,314,"$35,000 to $39,999"
White, Indiana,B19101_009,551,"$40,000 to $44,999"
White, Indiana,B19101_010,435,"$45,000 to $49,999"
White, Indiana,B19101_011,615,"$50,000 to $59,999"
White, Indiana,B19101_012,1053,"$60,000 to $74,999"
White, Indiana,B19101_013,1250,"$75,000 to $99,999"
White, Indiana,B19101_014,628,"$100,000 to $124,999"
White, Indiana,B19101_015,329,"$125,000 to $149,999"
White, Indiana,B19101_016,322,"$150,000 to $199,999"
White, Indiana,B19101_017,197,"$200,000 or more"
Whitley, Indiana,B19101_002,217,"Less than $10,000"
Whitley, Indiana,B19101_003,260,"$10,000 to $14,999"
Whitley, Indiana,B19101_004,174,"$15,000 to $19,999"
Whitley, Indiana,B19101_005,273,"$20,000 to $24,999"
Whitley, Indiana,B19101_006,265,"$25,000 to $29,999"
Whitley, Indiana,B19101_007,287,"$30,000 to $34,999"
Whitley, Indiana,B19101_008,494,"$35,000 to $39,999"
Whitley, Indiana,B19101_009,416,"$40,000 to $44,999"
Whitley, Indiana,B19101_010,531,"$45,000 to $49,999"
Whitley, Indiana,B19101_011,669,"$50,000 to $59,999"
Whitley, Indiana,B19101_012,1363,"$60,000 to $74,999"
Whitley, Indiana,B19101_013,2127,"$75,000 to $99,999"
Whitley, Indiana,B19101_014,1119,"$100,000 to $124,999"
Whitley, Indiana,B19101_015,641,"$125,000 to $149,999"
Whitley, Indiana,B19101_016,479,"$150,000 to $199,999"
Whitley, Indiana,B19101_017,360,"$200,000 or more"
