GEOID,NAME,variable,estimate,moe,Sex,Age,zip_pop,prop_sex,prop_age,prop_sex_age
60604,ZCTA5 60604,B01001I_009,0,11,Male,25 to 29 years,34,0.47058823529411764,0.20588235294117646,0
60604,ZCTA5 60604,B01001I_010,0,11,Male,30 to 34 years,34,0.47058823529411764,0,0
60604,ZCTA5 60604,B01001I_011,0,11,Male,35 to 44 years,34,0.47058823529411764,0.17647058823529413,0
60604,ZCTA5 60604,B01001I_012,11,11,Male,45 to 54 years,34,0.47058823529411764,0.47058823529411764,0.3235294117647059
60604,ZCTA5 60604,B01001I_013,0,11,Male,55 to 64 years,34,0.47058823529411764,0,0
60604,ZCTA5 60604,B01001I_014,0,11,Male,65 to 74 years,34,0.47058823529411764,0,0
60604,ZCTA5 60604,B01001I_015,0,11,Male,75 to 84 years,34,0.47058823529411764,0,0
60604,ZCTA5 60604,B01001I_016,0,11,Male,85 years and over,34,0.47058823529411764,0,0
60604,ZCTA5 60604,B01001I_018,0,11,Female,Under 5 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_019,0,11,Female,5 to 9 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_020,0,11,Female,10 to 14 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_021,0,11,Female,15 to 17 years,34,0.5294117647058824,0.14705882352941177,0
60604,ZCTA5 60604,B01001I_022,0,11,Female,18 and 19 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_023,0,11,Female,20 to 24 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_024,7,11,Female,25 to 29 years,34,0.5294117647058824,0.20588235294117646,0.20588235294117646
60604,ZCTA5 60604,B01001I_025,0,11,Female,30 to 34 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_026,6,9,Female,35 to 44 years,34,0.5294117647058824,0.17647058823529413,0.17647058823529413
60604,ZCTA5 60604,B01001I_027,5,7,Female,45 to 54 years,34,0.5294117647058824,0.47058823529411764,0.14705882352941177
60604,ZCTA5 60604,B01001I_028,0,11,Female,55 to 64 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_029,0,11,Female,65 to 74 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_030,0,11,Female,75 to 84 years,34,0.5294117647058824,0,0
60604,ZCTA5 60604,B01001I_031,0,11,Female,85 years and over,34,0.5294117647058824,0,0
60605,ZCTA5 60605,B01001I_003,69,93,Male,Under 5 years,1608,0.5796019900497512,0.04291044776119403,0.04291044776119403
60605,ZCTA5 60605,B01001I_004,0,20,Male,5 to 9 years,1608,0.5796019900497512,0,0
60605,ZCTA5 60605,B01001I_005,0,20,Male,10 to 14 years,1608,0.5796019900497512,0.018656716417910446,0
60605,ZCTA5 60605,B01001I_006,0,20,Male,15 to 17 years,1608,0.5796019900497512,0,0
60605,ZCTA5 60605,B01001I_007,54,57,Male,18 and 19 years,1608,0.5796019900497512,0.043532338308457715,0.033582089552238806
60605,ZCTA5 60605,B01001I_008,49,49,Male,20 to 24 years,1608,0.5796019900497512,0.11940298507462686,0.030472636815920398
60605,ZCTA5 60605,B01001I_009,143,130,Male,25 to 29 years,1608,0.5796019900497512,0.17164179104477612,0.08893034825870647
60605,ZCTA5 60605,B01001I_010,146,100,Male,30 to 34 years,1608,0.5796019900497512,0.12437810945273632,0.09079601990049752
60605,ZCTA5 60605,B01001I_011,227,115,Male,35 to 44 years,1608,0.5796019900497512,0.1691542288557214,0.14116915422885573
60605,ZCTA5 60605,B01001I_012,147,79,Male,45 to 54 years,1608,0.5796019900497512,0.0914179104477612,0.0914179104477612
60605,ZCTA5 60605,B01001I_013,97,152,Male,55 to 64 years,1608,0.5796019900497512,0.21890547263681592,0.06032338308457712
60605,ZCTA5 60605,B01001I_014,0,20,Male,65 to 74 years,1608,0.5796019900497512,0,0
60605,ZCTA5 60605,B01001I_015,0,20,Male,75 to 84 years,1608,0.5796019900497512,0,0
60605,ZCTA5 60605,B01001I_016,0,20,Male,85 years and over,1608,0.5796019900497512,0,0
60605,ZCTA5 60605,B01001I_018,0,20,Female,Under 5 years,1608,0.42039800995024873,0.04291044776119403,0
60605,ZCTA5 60605,B01001I_019,0,20,Female,5 to 9 years,1608,0.42039800995024873,0,0
60605,ZCTA5 60605,B01001I_020,30,36,Female,10 to 14 years,1608,0.42039800995024873,0.018656716417910446,0.018656716417910446
60605,ZCTA5 60605,B01001I_021,0,20,Female,15 to 17 years,1608,0.42039800995024873,0,0
60605,ZCTA5 60605,B01001I_022,16,23,Female,18 and 19 years,1608,0.42039800995024873,0.043532338308457715,0.009950248756218905
60605,ZCTA5 60605,B01001I_023,143,86,Female,20 to 24 years,1608,0.42039800995024873,0.11940298507462686,0.08893034825870647
60605,ZCTA5 60605,B01001I_024,133,93,Female,25 to 29 years,1608,0.42039800995024873,0.17164179104477612,0.08271144278606965
60605,ZCTA5 60605,B01001I_025,54,59,Female,30 to 34 years,1608,0.42039800995024873,0.12437810945273632,0.033582089552238806
60605,ZCTA5 60605,B01001I_026,45,52,Female,35 to 44 years,1608,0.42039800995024873,0.1691542288557214,0.027985074626865673
60605,ZCTA5 60605,B01001I_027,0,20,Female,45 to 54 years,1608,0.42039800995024873,0.0914179104477612,0
60605,ZCTA5 60605,B01001I_028,255,257,Female,55 to 64 years,1608,0.42039800995024873,0.21890547263681592,0.15858208955223882
60605,ZCTA5 60605,B01001I_029,0,20,Female,65 to 74 years,1608,0.42039800995024873,0,0
60605,ZCTA5 60605,B01001I_030,0,20,Female,75 to 84 years,1608,0.42039800995024873,0,0
60605,ZCTA5 60605,B01001I_031,0,20,Female,85 years and over,1608,0.42039800995024873,0,0
60606,ZCTA5 60606,B01001I_003,36,50,Male,Under 5 years,195,0.4307692307692308,0.18461538461538463,0.18461538461538463
60606,ZCTA5 60606,B01001I_004,0,11,Male,5 to 9 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_005,0,11,Male,10 to 14 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_006,0,11,Male,15 to 17 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_007,0,11,Male,18 and 19 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_008,0,11,Male,20 to 24 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_009,27,46,Male,25 to 29 years,195,0.4307692307692308,0.3487179487179487,0.13846153846153847
60606,ZCTA5 60606,B01001I_010,0,11,Male,30 to 34 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_011,0,11,Male,35 to 44 years,195,0.4307692307692308,0.358974358974359,0
60606,ZCTA5 60606,B01001I_012,21,32,Male,45 to 54 years,195,0.4307692307692308,0.1076923076923077,0.1076923076923077
60606,ZCTA5 60606,B01001I_013,0,11,Male,55 to 64 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_014,0,11,Male,65 to 74 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_015,0,11,Male,75 to 84 years,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_016,0,11,Male,85 years and over,195,0.4307692307692308,0,0
60606,ZCTA5 60606,B01001I_018,0,11,Female,Under 5 years,195,0.5692307692307692,0.18461538461538463,0
60606,ZCTA5 60606,B01001I_019,0,11,Female,5 to 9 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_020,0,11,Female,10 to 14 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_021,0,11,Female,15 to 17 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_022,0,11,Female,18 and 19 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_023,0,11,Female,20 to 24 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_024,41,47,Female,25 to 29 years,195,0.5692307692307692,0.3487179487179487,0.21025641025641026
60606,ZCTA5 60606,B01001I_025,0,11,Female,30 to 34 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_026,70,53,Female,35 to 44 years,195,0.5692307692307692,0.358974358974359,0.358974358974359
60606,ZCTA5 60606,B01001I_027,0,11,Female,45 to 54 years,195,0.5692307692307692,0.1076923076923077,0
60606,ZCTA5 60606,B01001I_028,0,11,Female,55 to 64 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_029,0,11,Female,65 to 74 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_030,0,11,Female,75 to 84 years,195,0.5692307692307692,0,0
60606,ZCTA5 60606,B01001I_031,0,11,Female,85 years and over,195,0.5692307692307692,0,0
60607,ZCTA5 60607,B01001I_003,162,145,Male,Under 5 years,2457,0.4236874236874237,0.08831908831908832,0.06593406593406594
60607,ZCTA5 60607,B01001I_004,66,62,Male,5 to 9 years,2457,0.4236874236874237,0.07203907203907203,0.026862026862026864
60607,ZCTA5 60607,B01001I_005,19,19,Male,10 to 14 years,2457,0.4236874236874237,0.011803011803011803,0.007733007733007733
60607,ZCTA5 60607,B01001I_006,0,20,Male,15 to 17 years,2457,0.4236874236874237,0.006512006512006512,0
60607,ZCTA5 60607,B01001I_007,50,37,Male,18 and 19 years,2457,0.4236874236874237,0.10582010582010581,0.02035002035002035
60607,ZCTA5 60607,B01001I_008,176,91,Male,20 to 24 years,2457,0.4236874236874237,0.2157102157102157,0.07163207163207164
60607,ZCTA5 60607,B01001I_009,201,112,Male,25 to 29 years,2457,0.4236874236874237,0.13675213675213677,0.08180708180708181
60607,ZCTA5 60607,B01001I_010,58,36,Male,30 to 34 years,2457,0.4236874236874237,0.07081807081807082,0.023606023606023607
60607,ZCTA5 60607,B01001I_011,206,99,Male,35 to 44 years,2457,0.4236874236874237,0.17134717134717134,0.08384208384208384
60607,ZCTA5 60607,B01001I_012,56,43,Male,45 to 54 years,2457,0.4236874236874237,0.05372405372405373,0.022792022792022793
60607,ZCTA5 60607,B01001I_013,13,20,Male,55 to 64 years,2457,0.4236874236874237,0.016687016687016686,0.005291005291005291
60607,ZCTA5 60607,B01001I_014,26,29,Male,65 to 74 years,2457,0.4236874236874237,0.028083028083028084,0.010582010582010581
60607,ZCTA5 60607,B01001I_015,8,12,Male,75 to 84 years,2457,0.4236874236874237,0.019943019943019943,0.003256003256003256
60607,ZCTA5 60607,B01001I_016,0,20,Male,85 years and over,2457,0.4236874236874237,0.002442002442002442,0
60607,ZCTA5 60607,B01001I_018,55,48,Female,Under 5 years,2457,0.5763125763125763,0.08831908831908832,0.022385022385022386
60607,ZCTA5 60607,B01001I_019,111,92,Female,5 to 9 years,2457,0.5763125763125763,0.07203907203907203,0.045177045177045176
60607,ZCTA5 60607,B01001I_020,10,13,Female,10 to 14 years,2457,0.5763125763125763,0.011803011803011803,0.00407000407000407
60607,ZCTA5 60607,B01001I_021,16,16,Female,15 to 17 years,2457,0.5763125763125763,0.006512006512006512,0.006512006512006512
60607,ZCTA5 60607,B01001I_022,210,79,Female,18 and 19 years,2457,0.5763125763125763,0.10582010582010581,0.08547008547008547
60607,ZCTA5 60607,B01001I_023,354,161,Female,20 to 24 years,2457,0.5763125763125763,0.2157102157102157,0.14407814407814407
60607,ZCTA5 60607,B01001I_024,135,56,Female,25 to 29 years,2457,0.5763125763125763,0.13675213675213677,0.054945054945054944
60607,ZCTA5 60607,B01001I_025,116,86,Female,30 to 34 years,2457,0.5763125763125763,0.07081807081807082,0.04721204721204721
60607,ZCTA5 60607,B01001I_026,215,106,Female,35 to 44 years,2457,0.5763125763125763,0.17134717134717134,0.08750508750508751
60607,ZCTA5 60607,B01001I_027,76,49,Female,45 to 54 years,2457,0.5763125763125763,0.05372405372405373,0.03093203093203093
60607,ZCTA5 60607,B01001I_028,28,31,Female,55 to 64 years,2457,0.5763125763125763,0.016687016687016686,0.011396011396011397
60607,ZCTA5 60607,B01001I_029,43,44,Female,65 to 74 years,2457,0.5763125763125763,0.028083028083028084,0.017501017501017502
60607,ZCTA5 60607,B01001I_030,41,56,Female,75 to 84 years,2457,0.5763125763125763,0.019943019943019943,0.016687016687016686
60607,ZCTA5 60607,B01001I_031,6,14,Female,85 years and over,2457,0.5763125763125763,0.002442002442002442,0.002442002442002442
60608,ZCTA5 60608,B01001I_003,1557,304,Male,Under 5 years,40146,0.528495989637822,0.06648233946096747,0.03878344044238529
60608,ZCTA5 60608,B01001I_004,1314,332,Male,5 to 9 years,40146,0.528495989637822,0.07318288247895183,0.032730533552533254
60608,ZCTA5 60608,B01001I_005,1866,353,Male,10 to 14 years,40146,0.528495989637822,0.0786130623225228,0.04648034673441937
60608,ZCTA5 60608,B01001I_006,681,178,Male,15 to 17 years,40146,0.528495989637822,0.03826034972350919,0.01696308474069646
60608,ZCTA5 60608,B01001I_007,638,182,Male,18 and 19 years,40146,0.528495989637822,0.02789817167339212,0.01589199422109301
60608,ZCTA5 60608,B01001I_008,1869,333,Male,20 to 24 years,40146,0.528495989637822,0.08095451601653963,0.0465550739799731
60608,ZCTA5 60608,B01001I_009,1766,301,Male,25 to 29 years,40146,0.528495989637822,0.09176505753997907,0.043989438549295073
60608,ZCTA5 60608,B01001I_010,1800,282,Male,30 to 34 years,40146,0.528495989637822,0.09186469386738405,0.044836347332237333
60608,ZCTA5 60608,B01001I_011,3475,493,Male,35 to 44 years,40146,0.528495989637822,0.14444776565535794,0.0865590594330693
60608,ZCTA5 60608,B01001I_012,2257,321,Male,45 to 54 years,40146,0.528495989637822,0.1127135953768744,0.05621979773825537
60608,ZCTA5 60608,B01001I_013,2058,304,Male,55 to 64 years,40146,0.528495989637822,0.09749414636576496,0.05126289044985802
60608,ZCTA5 60608,B01001I_014,1319,261,Male,65 to 74 years,40146,0.528495989637822,0.06219797738255368,0.03285507896178947
60608,ZCTA5 60608,B01001I_015,417,140,Male,75 to 84 years,40146,0.528495989637822,0.023339809694614657,0.010387087131968316
60608,ZCTA5 60608,B01001I_016,200,103,Male,85 years and over,40146,0.528495989637822,0.010785632441588203,0.004981816370248592
60608,ZCTA5 60608,B01001I_018,1112,231,Female,Under 5 years,40146,0.47150401036217804,0.06648233946096747,0.027698899018582177
60608,ZCTA5 60608,B01001I_019,1624,352,Female,5 to 9 years,40146,0.47150401036217804,0.07318288247895183,0.04045234892641857
60608,ZCTA5 60608,B01001I_020,1290,268,Female,10 to 14 years,40146,0.47150401036217804,0.0786130623225228,0.03213271558810342
60608,ZCTA5 60608,B01001I_021,855,186,Female,15 to 17 years,40146,0.47150401036217804,0.03826034972350919,0.021297264982812734
60608,ZCTA5 60608,B01001I_022,482,150,Female,18 and 19 years,40146,0.47150401036217804,0.02789817167339212,0.012006177452299108
60608,ZCTA5 60608,B01001I_023,1381,249,Female,20 to 24 years,40146,0.47150401036217804,0.08095451601653963,0.03439944203656653
60608,ZCTA5 60608,B01001I_024,1918,332,Female,25 to 29 years,40146,0.47150401036217804,0.09176505753997907,0.047775618990684006
60608,ZCTA5 60608,B01001I_025,1888,306,Female,30 to 34 years,40146,0.47150401036217804,0.09186469386738405,0.04702834653514672
60608,ZCTA5 60608,B01001I_026,2324,325,Female,35 to 44 years,40146,0.47150401036217804,0.14444776565535794,0.057888706222288644
60608,ZCTA5 60608,B01001I_027,2268,313,Female,45 to 54 years,40146,0.47150401036217804,0.1127135953768744,0.05649379763861904
60608,ZCTA5 60608,B01001I_028,1856,306,Female,55 to 64 years,40146,0.47150401036217804,0.09749414636576496,0.04623125591590694
60608,ZCTA5 60608,B01001I_029,1178,218,Female,65 to 74 years,40146,0.47150401036217804,0.06219797738255368,0.02934289842076421
60608,ZCTA5 60608,B01001I_030,520,143,Female,75 to 84 years,40146,0.47150401036217804,0.023339809694614657,0.01295272256264634
60608,ZCTA5 60608,B01001I_031,233,122,Female,85 years and over,40146,0.47150401036217804,0.010785632441588203,0.00580381607133961
60609,ZCTA5 60609,B01001I_003,1288,249,Male,Under 5 years,32860,0.5099817407181985,0.08974437005477784,0.03919659160073037
60609,ZCTA5 60609,B01001I_004,1453,265,Male,5 to 9 years,32860,0.5099817407181985,0.0940657334144857,0.04421789409616555
60609,ZCTA5 60609,B01001I_005,1374,259,Male,10 to 14 years,32860,0.5099817407181985,0.08578819233110165,0.041813755325623855
60609,ZCTA5 60609,B01001I_006,856,174,Male,15 to 17 years,32860,0.5099817407181985,0.04491783323189288,0.02604990870359099
60609,ZCTA5 60609,B01001I_007,534,132,Male,18 and 19 years,32860,0.5099817407181985,0.03642726719415703,0.0162507608034084
60609,ZCTA5 60609,B01001I_008,1504,243,Male,20 to 24 years,32860,0.5099817407181985,0.08831405964698721,0.04576993304930006
60609,ZCTA5 60609,B01001I_009,1825,293,Male,25 to 29 years,32860,0.5099817407181985,0.1003043213633597,0.055538648813146685
60609,ZCTA5 60609,B01001I_010,1412,250,Male,30 to 34 years,32860,0.5099817407181985,0.07778454047474133,0.04297017650639075
60609,ZCTA5 60609,B01001I_011,2134,282,Male,35 to 44 years,32860,0.5099817407181985,0.12370663420572124,0.06494217894096166
60609,ZCTA5 60609,B01001I_012,1892,270,Male,45 to 54 years,32860,0.5099817407181985,0.11506390748630554,0.05757760194765672
60609,ZCTA5 60609,B01001I_013,1260,174,Male,55 to 64 years,32860,0.5099817407181985,0.06993304930006086,0.03834449178332319
60609,ZCTA5 60609,B01001I_014,791,148,Male,65 to 74 years,32860,0.5099817407181985,0.05045648204503956,0.02407181984175289
60609,ZCTA5 60609,B01001I_015,336,99,Male,75 to 84 years,32860,0.5099817407181985,0.01978088861838101,0.010225197808886184
60609,ZCTA5 60609,B01001I_016,99,50,Male,85 years and over,32860,0.5099817407181985,0.0037127206329884356,0.0030127814972611077
60609,ZCTA5 60609,B01001I_018,1661,275,Female,Under 5 years,32860,0.4900182592818016,0.08974437005477784,0.050547778454047475
60609,ZCTA5 60609,B01001I_019,1638,222,Female,5 to 9 years,32860,0.4900182592818016,0.0940657334144857,0.049847839318320146
60609,ZCTA5 60609,B01001I_020,1445,238,Female,10 to 14 years,32860,0.4900182592818016,0.08578819233110165,0.04397443700547778
60609,ZCTA5 60609,B01001I_021,620,177,Female,15 to 17 years,32860,0.4900182592818016,0.04491783323189288,0.018867924528301886
60609,ZCTA5 60609,B01001I_022,663,171,Female,18 and 19 years,32860,0.4900182592818016,0.03642726719415703,0.02017650639074863
60609,ZCTA5 60609,B01001I_023,1398,229,Female,20 to 24 years,32860,0.4900182592818016,0.08831405964698721,0.04254412659768716
60609,ZCTA5 60609,B01001I_024,1471,219,Female,25 to 29 years,32860,0.4900182592818016,0.1003043213633597,0.04476567255021303
60609,ZCTA5 60609,B01001I_025,1144,180,Female,30 to 34 years,32860,0.4900182592818016,0.07778454047474133,0.03481436396835058
60609,ZCTA5 60609,B01001I_026,1931,236,Female,35 to 44 years,32860,0.4900182592818016,0.12370663420572124,0.05876445526475959
60609,ZCTA5 60609,B01001I_027,1889,237,Female,45 to 54 years,32860,0.4900182592818016,0.11506390748630554,0.057486305538648814
60609,ZCTA5 60609,B01001I_028,1038,190,Female,55 to 64 years,32860,0.4900182592818016,0.06993304930006086,0.03158855751673768
60609,ZCTA5 60609,B01001I_029,867,162,Female,65 to 74 years,32860,0.4900182592818016,0.05045648204503956,0.026384662203286672
60609,ZCTA5 60609,B01001I_030,314,85,Female,75 to 84 years,32860,0.4900182592818016,0.01978088861838101,0.009555690809494826
60609,ZCTA5 60609,B01001I_031,23,18,Female,85 years and over,32860,0.4900182592818016,0.0037127206329884356,6.99939135727328e-4
60610,ZCTA5 60610,B01001I_003,179,12,Male,Under 5 years,2601,0.4875048058439062,0.16762783544790466,0.06881968473663976
60610,ZCTA5 60610,B01001I_004,0,23,Male,5 to 9 years,2601,0.4875048058439062,0.013456362937331795,0
60610,ZCTA5 60610,B01001I_005,0,23,Male,10 to 14 years,2601,0.4875048058439062,0.004229142637447136,0
60610,ZCTA5 60610,B01001I_006,0,23,Male,15 to 17 years,2601,0.4875048058439062,0.002306805074971165,0
60610,ZCTA5 60610,B01001I_007,27,25,Male,18 and 19 years,2601,0.4875048058439062,0.03883121876201461,0.010380622837370242
60610,ZCTA5 60610,B01001I_008,202,138,Male,20 to 24 years,2601,0.4875048058439062,0.11918492887351019,0.07766243752402922
60610,ZCTA5 60610,B01001I_009,140,89,Male,25 to 29 years,2601,0.4875048058439062,0.13456362937331795,0.05382545174932718
60610,ZCTA5 60610,B01001I_010,106,90,Male,30 to 34 years,2601,0.4875048058439062,0.08419838523644751,0.040753556324490584
60610,ZCTA5 60610,B01001I_011,304,97,Male,35 to 44 years,2601,0.4875048058439062,0.19415609381007304,0.11687812379853903
60610,ZCTA5 60610,B01001I_012,50,44,Male,45 to 54 years,2601,0.4875048058439062,0.0853517877739331,0.019223375624759707
60610,ZCTA5 60610,B01001I_013,235,203,Male,55 to 64 years,2601,0.4875048058439062,0.12187620146097655,0.09034986543637062
60610,ZCTA5 60610,B01001I_014,25,35,Male,65 to 74 years,2601,0.4875048058439062,0.02768166089965398,0.009611687812379853
60610,ZCTA5 60610,B01001I_015,0,23,Male,75 to 84 years,2601,0.4875048058439062,0,0
60610,ZCTA5 60610,B01001I_016,0,23,Male,85 years and over,2601,0.4875048058439062,0.006535947712418301,0
60610,ZCTA5 60610,B01001I_018,257,197,Female,Under 5 years,2601,0.5124951941560938,0.16762783544790466,0.09880815071126489
